;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20160509;36628,29831;4867,77169;10428,90882
20160510;37088,44711;4901,076506;10505,02667
20160511;36683,83351;4905,723258;10452,88073
20160512;36703,26621;4864,697133;10396,21443
20160513;36319,71859;4892,040348;10467,75124
20160516;36682,98244;4902,325512;10449,07116
20160517;36328,93848;4915,372723;10429,33128
20160518;36347,10472;4913,801545;10482,06234
20160519;36157,93151;4836,906854;10392,86297
20160520;36305,20826;4919,186624;10566,03897
20160523;36288,58649;4903,29768;10513,14602
20160524;36730,6971;4969,475966;10771,82351
20160525;37032,44611;5004,308795;10910,10834
20160526;36984,2856;5007,208446;10985,56978
20160527;37086,71547;5011,316577;10997,87715
20160530;37086,71547;5011,316577;11038,68719
20160531;36918,04067;4979,346061;10984,20511
20160601;36923,15769;4948,294962;10910,49955
20160602;37039,56996;4947,2681;10915,45825
20160603;36974,15942;4966,478712;10810,82526
20160606;37209,35296;5017,48498;10836,37676
20160607;37246,60853;5026,386842;10964,93667
20160608;37394,77762;5039,976238;10898,47626
20160609;37353,53003;4992,029381;10792,83416
20160610;37104,62218;4899,005974;10550,57743
20160613;36840,21093;4842,299664;10355,31467
20160614;36720,41323;4745,018972;10118,45859
20160615;36657,31313;4779,685759;10219,51084
20160616;36853,70379;4767,494353;10174,01032
20160617;36733,29709;4824,072907;10284,57885
20160620;37002,8601;4970,615524;10644,90599
20160621;37054,52397;4988,680442;10718,88743
20160622;36952,90412;5016,433283;10750,26039
20160623;37431,39981;5079,969456;10961,01819
20160624;36163,00196;4920,143572;10079,48183
20160627;35621,59874;4794,720547;9780,02328
20160628;36181,64649;4921,50586;10035,6006
20160629;36777,98705;5097,79819;10296,90926
20160630;37267,06965;5214,612455;10400,3963
20160701;37314,18442;5273,542962;10489,93847
20160704;37314,18442;5228,990454;10399,41847
20160705;37091,80755;5247,519812;10223,97325
20160706;37262,02399;5181,956789;10034,18014
20160707;37224,85453;5239,079789;10114,13064
20160708;37746,65036;5284,66131;10293,01129
20160711;37913,45978;5358,608896;10474,40902
20160712;38164,59985;5356,872057;10638,59882
20160713;38215,45464;5348,622814;10648,12721
20160714;38494,79988;5335,847175;10771,58382
20160715;38515,88254;5347,691331;10739,61228
20160718;38561,18177;5368,683889;10703,35121
20160719;38615,18583;5370,246816;10635,53282
20160720;38699,67583;5395,600648;10757,44084
20160721;38537,76622;5372,262646;10748,8195
20160722;38649,36413;5396,797019;10760,72514
20160725;38487,45452;5380,475479;10777,67303
20160726;38447,26217;5391,62362;10794,30261
20160727;38443,98407;5412,78773;10922,48217
20160728;38411,06054;5391,172539;10857,68975
20160729;38360,89137;5393,877696;10904,93485
20160801;38303,16831;5369,428525;10829,66215
20160802;38114,32127;5330,483293;10630,26837
20160803;38208,10342;5321,660822;10613,29
20160804;38210,0992;5414,369863;10673,59818
20160805;38608,77013;5457,194514;10833,06665
20160808;38599,07428;5469,772729;10845,12113
20160809;38606,92057;5503,650891;10974,32259
20160810;38562,41067;5515,792447;10934,89847
20160811;38813,56694;5583,469455;11062,45617
20160812;38736,31024;5584,527673;11053,22241
20160815;38860,54929;5604,854275;11047,50674
20160816;38690,47031;5566,685229;10955,60067
20160817;38778,73461;5538,608351;10850,55873
20160818;38828,34847;5552,849375;10898,1697
20160819;38745,56338;5544,759922;10808,42946
20160822;38697,22207;5520,178776;10782,42754
20160823;38734,55072;5552,488356;10859,81697
20160824;38597,10692;5526,026356;10894,2581
20160825;38528,02747;5512,557453;10823,37867
20160826;38417,32872;5529,658166;10909,97066
20160829;38642,01572;5529,658166;10866,70483
20160830;38572,22116;5515,701111;10948,35294
20160831;38460,57196;5483,94314;10901,02888
20160901;38501,36686;5456,275;10904,56685
20160902;38653,24743;5576,490879;11156,32525
20160905;38653,24743;5564,2109;11153,66209
20160906;38749,72952;5521,039796;11126,35825
20160907;38743,21627;5537,64724;11194,36993
20160908;38646,54477;5549,10692;11156,41533
20160909;37821,61463;5482,961397;11031,64794
20160912;38322,73104;5421,433666;10904,88852
20160913;37794,11696;5392,901478;10775,66119
20160914;37727,21407;5399,111671;10734,08805
20160915;38102,27139;5445,361556;10741,36607
20160916;37916,73234;5429,165385;10641,23858
20160919;37909,13885;5512,717361;10792,87441
20160920;37929,62694;5526,668162;10779,15361
20160921;38272,19364;5529,890562;10830,60093
20160922;38478,79389;5592,302973;11076,86983
20160923;38204,71187;5590,706855;11024,98361
20160926;37856,12769;5516,761561;10826,42249
20160927;38135,36755;5508,369727;10820,14803
20160928;38367,47046;5542,119938;10903,22271
20160929;37957,8518;5598,997653;10931,25405
20160930;38302,42433;5582,74489;10942,12308
20161003;38192,53363;5650,863588;10955,14775
20161004;38020,73207;5724,355386;11076,99602
20161005;38269,20151;5691,106607;11044,66895
20161006;38242,96635;5667,511042;11020,4324
20161007;38184,33151;5703,480509;10946,18381
20161010;38369,69791;5746,486935;11062,65798
20161011;37950,2222;5724,934416;10999,88698
20161012;37982,76526;5686,982084;10960,79175
20161013;37888,00332;5650,14159;10844,91702
20161014;37970,57953;5679,137733;11006,77329
20161017;37861,76817;5625,698187;10955,8395
20161018;38019,89588;5668,213227;11100,30535
20161019;38114,65066;5685,91992;11128,33635
20161020;38041,37449;5696,745071;11177,13981
20161021;38006,51875;5691,52708;11167,16661
20161024;38168,46164;5663,906262;11207,80499
20161025;38055,86185;5689,238552;11178,92166
20161026;38118,83167;5640,95656;11163,51326
20161027;38056,72248;5666,608475;11161,02079
20161028;38038,93602;5674,469357;11197,96142
20161031;37999,63367;5640,368519;11101,17853
20161101;37779,02414;5610,294034;11005,20935
20161102;37616,79437;5552,122277;10868,28904
20161103;37568,02503;5510,535258;10860,94074
20161104;37479,208;5431,614153;10776,69752
20161107;38257,18204;5523,836605;10982,86246
20161108;38461,21729;5553,234891;11025,25933
20161109;39000,2838;5608,991739;11189,25342
20161110;39463,4902;5554,849405;11158,39448
20161111;39546,9766;5475,49128;11055,76947
20161114;39591,09076;5494,001005;11103,24483
20161115;39710,78813;5526,181139;11172,14155
20161116;39638,85897;5491,185171;11084,98457
20161117;39713,81621;5530,177941;11150,57903
20161118;39649,9371;5514,761772;11092,902
20161121;39836,44919;5516,538099;11155,02164
20161122;39977,62848;5550,527566;11201,26283
20161123;40102,2577;5548,891679;11154,11516
20161124;40102,2577;5564,000491;11187,00292
20161125;40247,17874;5573,406299;11205,97888
20161128;40133,19913;5539,773517;11110,11405
20161129;40220,84255;5517,396366;11215,66186
20161130;40234,02305;5527,002768;11281,90052
20161201;40380,4098;5502,835992;11238,20783
20161202;40335,16532;5484,740332;11159,88458
20161205;40431,56199;5497,871134;11276,49526
20161206;40506,34507;5524,771731;11418,53348
20161207;41149,85413;5624,498207;11573,29438
20161208;41298,32838;5649,213099;11673,77928
20161209;41597,37639;5667,681941;11744,26081
20161212;41680,71764;5615,690491;11736,12696
20161213;41929,1553;5679,383057;11842,37377
20161214;41679,23535;5663,589381;11756,99332
20161215;41804,9885;5704,780581;11880,23981
20161216;41786,38511;5715,072857;11914,83066
20161219;41869,88404;5719,57197;11891,38943
20161220;42062,69591;5741,417499;11958,26994
20161221;41993,90664;5739,349528;11934,99413
20161222;41948,76818;5757,639238;11936,97861
20161223;41980,20906;5761,297283;11949,45552
20161226;41980,20906;5761,297283;11949,45552
20161227;42003,86183;5761,297283;11970,70105
20161228;41769,35325;5792,197079;11970,02961
20161229;41740,07573;5805,512233;11946,46159
20161230;41619,64851;5823,913224;12005,33619
20170102;41619,64851;5823,913224;12054,88963
20170103;41870,59865;5852,500127;12096,73588
20170104;42013,09218;5862,162478;12096,91239
20170105;41922,77496;5867,118371;12099,96294
20170106;42067,01561;5879,133987;12122,68585
20170109;41905,97089;5901,738796;12067,69187
20170110;41838,86892;5932,476702;12069,32225
20170111;42046,95717;5944,726258;12070,50756
20170112;41913,61907;5946,256158;12009,42713
20170113;41902,50756;5983,308136;12153,92997
20170116;41902,50756;5974,601602;12056,76874
20170117;41778,2607;5887,554602;12001,22789
20170118;41752,56714;5909,759972;11985,70014
20170119;41600,10489;5879,906074;11955,43191
20170120;41800,06722;5871,753986;11978,95436
20170123;41742,31636;5833,200713;11906,71211
20170124;41980,24988;5832,515037;11927,98586
20170125;42308,70785;5844,010513;12045,62969
20170126;42376,99823;5841,610015;12019,87525
20170127;42361,98301;5860,370619;11952,55593
20170130;42103,40357;5806,5303;11815,90546
20170131;41877,74211;5790,764072;11727,62801
20170201;41938,95802;5797,695149;11840,4425
20170202;41926,25143;5824,689607;11839,74186
20170203;42323,33228;5863,47712;11916,60697
20170206;42283,18746;5850,302434;11802,20714
20170207;42363,04389;5861,786347;11743,88168
20170208;42338,78371;5863,905665;11773,84118
20170209;42596,28406;5898,495291;11921,16043
20170210;42801,05164;5922,359576;11926,29439
20170213;43108,0584;5938,814827;12074,18763
20170214;43324,1331;5930,364866;12093,03056
20170215;43580,10619;5958,798768;12164,76587
20170216;43596,83007;5960,644715;12102,01063
20170217;43605,87978;5978,695769;12023,27292
20170220;43605,87978;5978,614683;12016,86211
20170221;43857,38951;5958,109123;12075,57814
20170222;43926,31216;5980,572529;12093,18275
20170223;44003,19855;5976,294536;12081,84683
20170224;44038,96586;5953,55773;11968,08451
20170227;44085,7508;5961,193311;11967,95087
20170228;44041,8492;5969,775819;12001,03721
20170301;44683,70318;6067,961284;12253,61201
20170302;44448,06205;6068,974912;12260,94962
20170303;44453,85922;6062,322872;12338,32096
20170306;44345,16228;6042,471873;12281,67516
20170307;44295,45155;6033,328719;12239,1941
20170308;44175,48766;6029,721497;12252,74594
20170309;44180,70973;6018,048565;12304,69494
20170310;44275,57726;6041,184345;12333,84899
20170313;44242,21406;6060,929078;12349,37252
20170314;44148,77136;6053,330878;12286,77141
20170315;44387,60161;6062,213674;12314,48245
20170316;44354,66451;6109,398311;12383,4025
20170317;44312,44118;6116,814827;12422,58144
20170320;44293,86872;6120,814841;12396,62185
20170321;43789,94561;6078,408781;12372,57295
20170322;43775,72607;6034,233656;12353,44338
20170323;43765,71435;6047,408093;12447,58748
20170324;43638,89927;6044,206002;12418,25224
20170327;43541,97424;6008,515648;12415,35232
20170328;43860,89822;6049,645021;12486,54303
20170329;43771,51825;6074,60544;12543,03858
20170330;43918,06657;6075,149512;12594,01532
20170331;43779,7888;6036,726858;12675,35898
20170403;43752,2203;6003,564482;12584,79544
20170404;43846,38848;6035,822083;12622,46693
20170405;43763,95163;6043,951904;12599,4965
20170406;43803,68664;6028,844484;12672,71761
20170407;43789,16879;6066,962356;12706,95504
20170410;43793,23379;6066,604483;12638,0837
20170411;43779,0063;6080,274739;12624,25498
20170412;43652,99138;6066,643792;12622,41481
20170413;43359,15013;6052,011508;12548,15974
20170414;43359,15013;6052,011508;12548,15974
20170417;43748,51882;6052,011508;12548,15974
20170418;43507,59513;5903,272523;12356,86711
20170419;43265,79456;5875,906358;12398,39045
20170420;43646,39543;5881,922502;12582,20647
20170421;43580,74275;5878,624865;12535,84882
20170424;44039,14951;6002,67303;13059,60812
20170425;44531,68986;6011,729471;13090,85035
20170426;44487,09833;6022,537859;13115,65106
20170427;44500,31601;5983,984344;13075,5159
20170428;44413,74744;5956,511566;13074,03932
20170501;44356,37397;5956,511566;13074,03932
20170502;44433,64659;5994,632041;13169,76938
20170503;44454,5988;5981,801584;13168,31025
20170504;44440,94415;5995,557316;13345,73028
20170505;44558,60655;6036,362865;13531,362
20170508;44591,72634;6039,196742;13429,96317
20170509;44514,26372;6073,402423;13467,52838
20170510;44488,83041;6108,998085;13473,6356
20170511;44453,1886;6121,292496;13431,13036
20170512;44404,72882;6161,699576;13489,84232
20170515;44586,0528;6177,424899;13533,78265
20170516;44587,07147;6233,497634;13553,40947
20170517;43839,56063;6218,11421;13335,77705
20170518;43958,88268;6178,451494;13265,1811
20170519;44260,61156;6206,947206;13352,10325
20170522;44452,05133;6228,234993;13351,17838
20170523;44543,69182;6219,055333;13414,6045
20170524;44702,20511;6243,656021;13415,49795
20170525;44864,50641;6247,465192;13405,00875
20170526;44858,82285;6272,332229;13405,42048
20170529;44858,82285;6272,332229;13402,61833
20170530;44774,58969;6254,774893;13373,83302
20170531;44730,26347;6249,322455;13336,88243
20170601;45035,15207;6274,05716;13425,33177
20170602;45167,44966;6277,263613;13491,40961
20170605;45120,04424;6259,076111;13418,60842
20170606;45018,23198;6258,403982;13325,16167
20170607;45108,52108;6219,872997;13315,82146
20170608;45127,34176;6205,728636;13312,56811
20170609;45317,883;6270,161078;13402,25835
20170612;45240,55769;6257,283843;13269,11771
20170613;45450,50319;6247,760837;13322,674
20170614;45548,71823;6226,072989;13275,95212
20170615;45531,93557;6182,275962;13209,08661
20170616;45583,90533;6219,089547;13326,63197
20170619;45892,36631;6269,312792;13449,65026
20170620;45760,54414;6226,728791;13406,43236
20170621;45638,79475;6205,970626;13367,98722
20170622;45611,64201;6200,513645;13387,42768
20170623;45606,24065;6187,876166;13347,34004
20170626;45637,77287;6206,774075;13422,44317
20170627;45426,97417;6196,404057;13328,24611
20170628;45733,82934;6157,598934;13313,84016
20170629;45376,61021;6128,274861;13064,05347
20170630;45510,0382;6096,924601;12978,71283
20170703;45793,68216;6150,59738;13168,91964
20170704;45793,68216;6134,035377;13121,96327
20170705;45800,25242;6142,681737;13137,42853
20170706;45482,8837;6118,298671;13067,18054
20170707;45684,06041;6129,670689;13048,81502
20170710;45671,64209;6145,609134;13100,76233
20170711;45672,81088;6112,024474;13037,26543
20170712;45935,34867;6184,713498;13244,0282
20170713;45980,05461;6181,806228;13277,69107
20170714;46160,63153;6152,574508;13277,45584
20170717;46143,53808;6174,037376;13264,41966
20170718;46037,61715;6162,438905;13120,11596
20170719;46188,56773;6196,368306;13228,64759
20170720;46126,73956;6243,869129;13185,91521
20170721;46059,06475;6214,717358;12979,08278
20170724;45916,26068;6152,026661;13004,53005
20170725;46130,24754;6199,634289;13089,20014
20170726;46338,53394;6214,226633;13162,97499
20170727;46526,64944;6208,56336;13154,8093
20170728;46598,71782;6146,297027;13013,89875
20170731;46728,52863;6149,328912;12918,4805
20170801;46883,92153;6192,420227;13002,83222
20170802;47000,28347;6182,213771;12952,68293
20170803;47025,31986;6242,014817;13011,61447
20170804;47167,72867;6272,866154;13196,62924
20170807;47222,41131;6289,75996;13207,91239
20170808;47173,72329;6298,766507;13235,81708
20170809;47123,69612;6261,467751;13050,18448
20170810;46706,69946;6204,631191;12972,9257
20170811;46737,30337;6137,47771;12835,16984
20170814;47026,79591;6174,358694;12989,23732
20170815;47043,78181;6199,512522;13036,35973
20170816;47127,62329;6240,80763;13128,58958
20170817;46541,03744;6210,912696;13053,11084
20170818;46377,94224;6157,202238;12970,18216
20170821;46440,51336;6152,911855;12902,80198
20170822;46860,19407;6205,761761;13015,08141
20170823;46689,55224;6206,526757;12973,31872
20170824;46628,13077;6228,99908;12967,58273
20170825;46705,23744;6224,282848;12945,26933
20170828;46693,94698;6224,282848;12882,92557
20170829;46839,98974;6170,439776;12761,634
20170830;46911,72829;6193,842959;12823,55376
20170831;47033,67566;6249,846236;12897,74174
20170901;47118,22269;6256,470372;12993,28907
20170904;47118,22269;6233,736516;12944,36514
20170905;46616,25236;6201,310767;12900,19252
20170906;46732,67052;6185,508097;12937,86053
20170907;46705,37349;6226,891876;12971,36288
20170908;46733,27368;6210,574123;12968,4904
20170911;47289,80143;6240,873423;13128,84294
20170912;47421,62618;6230,015739;13210,75682
20170913;47505,91725;6212,342858;13232,51561
20170914;47615,45136;6141,3673;13251,80988
20170915;47758,08951;6074,090012;13223,18115
20170918;47893,20711;6105,920296;13262,63872
20170919;47977,82173;6124,413613;13283,2383
20170920;48067,45712;6121,638558;13293,93872
20170921;47953,01326;6115,653477;13358,94367
